	0	551.75	238.25	
	1	550.547	248.766	
	2	555.004	246.07	
	3	553.695	249.863	
	4	553.965	250.352	
	5	555.281	248.781	
	6	555.484	249.438	
	7	553.703	252.871	
	8	554.922	251.449	
	9	554.422	252.391	
	10	554.414	252.637	
	11	554.879	252.051	
	12	559.027	252.527	
	13	561.223	260.004	
	14	563.836	260.531	
	15	566.043	259.168	
	16	564.422	262.605	
	17	566.348	260.289	
	18	569.094	264.109	
	19	567.691	268.703	
	20	570.395	267.105	
	21	570.793	267.691	
	22	569.602	269.992	
	23	571.598	267.188	
	24	572.43	272.613	
	25	571.57	277.023	
	26	573.438	274.953	
	27	573.117	276.473	
	28	572.688	277.586	
	29	573.906	276	
	30	573.168	281.574	
	31	570.922	286.812	
	32	572.969	284.383	
	33	571.992	286.195	
	34	571.25	287.746	
	35	572.473	285.918	
	36	571.215	288.309	
	37	569.434	291.129	
	38	571.074	288.461	
	39	569.664	290.734	
	40	570.059	290.348	
	41	570.652	289.344	
	42	566.59	286.645	
	43	562.438	288.336	
	44	563.855	283.871	
	45	561.523	286.969	
	46	562.441	285.102	
	47	562.973	284.301	
	48	560.914	283.098	
	49	557.891	285.727	
	50	560.258	280.992	
	51	557.582	285.043	
	52	559.305	282.18	
	53	559.516	281.859	
	54	557.527	283.645	
	55	555.562	285.961	
	56	557.09	283.098	
	57	555.176	286.316	
	58	556.535	284.082	
	59	556.562	285.082	
	60	554.934	287.75	
	61	553.438	290.324	
	62	554.25	288.992	
	63	554.18	289.184	
	64	553.035	291.324	
	65	553.945	289.789	
	66	555.047	289.805	
	67	555.141	291.359	
	68	554.836	293.641	
	69	556.387	291.836	
	70	555.586	293.707	
	71	556.062	292.984	
	72	560.516	292.645	
	73	563.289	296.059	
	74	565.359	300.762	
	75	568.883	298.062	
	76	567.719	301.57	
	77	569.102	299.879	
	78	572.121	296.969	
	79	572.52	299.125	
	80	572.25	302.613	
	81	575.539	298.105	
	82	573.629	301.965	
	83	575.09	299.812	
	84	578.57	297.812	
	85	580.312	303.023	
	86	581.711	302.699	
	87	584.887	299.582	
	88	583.434	302.836	
	89	585.039	300.609	
	90	587.25	300.559	
	91	587.984	305.812	
	92	590.355	304.375	
	93	591.133	303.73	
	94	589.965	306.508	
	95	591.066	304.918	
	96	592.492	305.859	
	97	589.59	313.836	
	98	590.945	313.367	
	99	591.043	313.707	
	100	590.012	315.797	
	101	590.984	314.488	
	102	593.465	315.375	
	103	594.141	322.43	
	104	594.996	322.824	
	105	596.996	322.48	
	106	596.25	323.988	
	107	597.359	322.492	
	108	600.016	322.023	
	109	602.047	326.539	
	110	604.223	325.719	
	111	605.234	325.48	
	112	604.504	326.973	
	113	605.297	326.039	
	114	608.496	324.605	
	115	608.219	331.746	
	116	610.48	330.078	
	117	611.258	330.082	
	118	610.242	332.625	
	119	611.25	330.703	
	120	614.25	328.824	
	121	613.508	335.707	
	122	616.418	332.785	
	123	616.414	333.75	
	124	616.062	335	
	125	617.309	332.844	
	126	616.148	335.902	
	127	614.91	338.723	
	128	616.039	336.711	
	129	615.25	337.871	
	130	615.133	338.594	
	131	615.918	337.031	
	132	613.004	339.633	
	133	610.566	342.543	
	134	610.25	341.871	
	135	610.98	340.43	
	136	609.332	342.758	
	137	609.891	341.816	
	138	611.25	340.023	
	139	610.012	342.949	
	140	607.555	347.805	
	141	609.961	343.816	
	142	608.035	347.707	
	143	609.027	345.812	
	144	609.371	344.793	
	145	606.25	345.801	
	146	603.215	348.559	
	147	604.438	344.641	
	148	603.25	346.875	
	149	603.066	346.852	
	150	603.453	345.914	
	151	598.52	346.676	
	152	596.07	348.031	
	153	595.32	346.598	
	154	594.215	347.723	
	155	594.109	347.789	
	156	594.637	343.551	
	157	590.441	347.02	
	158	591.289	343.773	
	159	591.594	342.582	
	160	589.906	345.809	
	161	590.992	343.488	
	162	591.055	343.039	
	163	589.25	347.434	
	164	587.602	349.996	
	165	588.488	348.594	
	166	587.59	350.438	
	167	587.605	350.434	
	168	588.16	349.68	
	169	585.52	353.637	
	170	583.25	357.062	
	171	583.984	355.016	
	172	582.406	358.473	
	173	583.605	355.66	
	174	583.582	356.992	
	175	581.445	362.949	
	176	582.383	361.414	
	177	581.562	363.09	
