	0	551	273	
	1	551.09	273.133	
	2	551.125	273.172	
	3	549.383	278.594	
	4	552.484	278.117	
	5	552.168	279.492	
	6	550.512	283	
	7	549.879	288.293	
	8	549.875	288.293	
	9	550.383	290.742	
	10	553.812	288.914	
	11	551.238	294.531	
	12	552.391	292.766	
	13	549.781	298.129	
	14	549	299.793	
	15	548.211	300.777	
	16	547.91	300.484	
	17	547.746	308.98	
	18	549.039	308.691	
	19	547.605	312.902	
	20	547.746	312.797	
	21	547.078	316.344	
	22	548.5	318.059	
	23	548.504	318.727	
	24	547.289	321.566	
	25	547.973	320.215	
	26	547.297	323.895	
	27	548.199	323.012	
	28	547.449	324.777	
	29	547.961	323.938	
	30	546.168	326.855	
	31	546.75	326.652	
	32	546.625	326.867	
	33	545.305	329.09	
	34	544.207	329.18	
	35	544.164	328.387	
	36	544.207	326.906	
	37	543.469	328.176	
	38	543.711	327.176	
	39	541.297	330.816	
	40	542.223	329.363	
	41	541.945	329.859	
	42	540.16	332.945	
	43	540.445	332.008	
	44	537.172	333.52	
	45	536.77	331.719	
	46	536.781	328.305	
	47	534.98	331.152	
	48	535.82	327.699	
	49	533.34	331.449	
	50	533.742	330.109	
	51	533.246	330.551	
	52	531.887	332.598	
	53	531.652	335.883	
	54	533.746	334.895	
	55	533.059	337.027	
	56	533.125	337.664	
	57	533.684	336.469	
	58	536.191	342.039	
	59	538.516	339.391	
	60	538.234	343.488	
	61	539.031	343	
	62	541.012	343.977	
	63	541.73	344	
	64	541.777	345.645	
	65	542.285	345.027	
	66	544.039	350.152	
	67	548.836	350.031	
	68	548.832	350.031	
	69	548.562	352.328	
	70	552.676	350.809	
	71	553.832	350.609	
	72	556.254	349.273	
	73	556.691	349.973	
	74	557.664	349.984	
	75	557.367	350.785	
	76	559.043	346.996	
	77	558.613	348.57	
	78	558.77	348.516	
	79	559.039	349.965	
	80	559.523	349.57	
	81	561.355	346.453	
	82	560.355	349.598	
	83	561.152	348.176	
	84	560.598	352.301	
	85	560.984	354.078	
	86	562.605	352.5	
	87	561.637	355.305	
	88	562.355	354.039	
	89	560.652	355.801	
	90	560.633	354.59	
	91	559.75	355.594	
	92	559.41	356.066	
	93	558.211	356.051	
	94	558.039	355.242	
	95	558.074	353.543	
	96	557.164	354.754	
	97	557.445	353.617	
	98	554.039	357.168	
	99	554.262	355.543	
	100	552.379	357.961	
	101	552.254	356.508	
	102	549.758	358.453	
	103	549.188	356.363	
	104	548.758	356.227	
	105	547.105	358.09	
	106	547.383	356.629	
	107	545.363	356.098	
	108	545.496	353.281	
	109	544.457	355.066	
	110	544.848	353.062	
	111	542.039	355.461	
	112	541.918	352.559	
	113	540.082	354.777	
	114	539.816	354.617	
	115	538.859	357.238	
	116	539.289	356.102	
	117	537.367	360.09	
	118	537.539	359.043	
	119	537.957	361.969	
	120	540.891	357.387	
	121	541.191	357.625	
	122	540.109	361.559	
	123	541.121	359.441	
	124	539.977	361.281	
	125	540.68	358.766	
	126	540.883	357.922	
